transaction_id,purchase_date,customer_name,item_category,brand,unit_price,quantity_sold,payment_method,store_location,customer_rating,is_returned
278,4/8/2025,Danny Schellig,Mice,Seasonic,24447.85,5,Maya,Davao City,4,true
279,8/16/2025,Alexia Johananov,RAM,AMD,22186.37,5,Maya,Taguig,5,false
280,2/12/2025,Dulsea Summerton,PC Cases,MSI,17252.68,5,Cash,Pasig,5,false
281,3/2/2025,Kenon Georgeau,Cooling Systems,Lian Li,55171.75,3,Debit Card,Cebu City,2,true
282,11/5/2025,Xenia Dulieu,RAM,MSI,49381.79,4,GCash,Manila,3,false
283,5/27/2025,Eugenius Roussel,Monitors,LG,60144.43,5,Cash,Manila,2,false
284,6/21/2025,Tammi Artingstall,Keyboards,Razer,45138.64,5,GCash,Makati,2,false
285,3/20/2025,Thurstan Rimington,RAM,MSI,57201.26,3,Cash,Pasig,5,true
286,2/15/2025,Oates Winn,RAM,Lian Li,51546.16,3,GCash,Makati,3,true
287,4/3/2025,Flo Lutsch,Mice,Intel,96794.56,3,GCash,Taguig,4,true
288,9/10/2025,Blinnie Emsley,RAM,Corsair,76399.04,5,Debit Card,Pasig,4,true
289,7/28/2025,Brook Siddell,RAM,Corsair,66886.53,5,GCash,Manila,4,true
290,4/15/2025,Maurise Tinto,PC Cases,Intel,43202.4,5,Debit Card,Taguig,3,true
291,4/2/2025,Sophey Marusyak,Mice,Cooler Master,51110.93,3,GCash,Cebu City,5,true
292,5/22/2025,Belita Wollen,Power Supplies,Lian Li,67015.82,3,Maya,Makati,4,true
293,5/7/2025,Tate Cloney,Processors,Gigabyte,82859.78,4,Debit Card,Bacoor,2,true
294,2/12/2025,Fitz Cadany,Monitors,Asus,98981.4,3,GCash,Cebu City,5,false
295,3/19/2025,Davis Dobbin,GPUs,LG,42271.39,4,Credit Card,Makati,2,false
296,7/16/2025,Mathian Fawlkes,Motherboards,Razer,42814.87,3,Credit Card,Taguig,1,true
297,5/31/2025,Martynne Canlin,GPUs,MSI,85866.14,3,Cash,Makati,5,false
298,12/29/2025,Tailor Pring,Power Supplies,Logitech,44486.99,5,GCash,Cebu City,5,true
299,6/25/2025,Chicky Westman,RAM,Samsung,55114.82,4,Debit Card,Pasig,5,true
300,4/29/2025,Melody Missen,RAM,LG,3079.54,3,Cash,Mandaluyong,1,false
301,3/8/2025,Cheslie Fury,Processors,Logitech,69696.97,3,Debit Card,Mandaluyong,2,false
302,5/14/2025,Averyl Eagar,PC Cases,LG,18192.24,5,Maya,Davao City,3,false
303,2/1/2025,Salim Cometson,Motherboards,NZXT,2602.09,4,Cash,Taguig,2,false
304,11/21/2025,Jobyna Ingolotti,Power Supplies,Cooler Master,38494.8,5,Maya,Davao City,4,true
305,6/21/2025,Nobe Hingeley,RAM,NZXT,88838.7,3,GCash,Quezon City,2,false
306,6/9/2025,Nappie Floch,Power Supplies,Logitech,61737.49,5,Credit Card,Davao City,1,true
307,10/22/2025,Corey Rotte,Motherboards,Gigabyte,93023.55,4,Maya,Davao City,5,true
308,12/13/2025,Carolyn McCleary,GPUs,Gigabyte,21624.87,3,GCash,Makati,5,false
309,2/2/2025,Gardner Lithgow,PC Cases,G.Skill,98444.96,5,Debit Card,Cebu City,1,true
310,6/8/2025,Eb Gorges,GPUs,Keychron,86454.52,4,Cash,Mandaluyong,4,true
311,8/22/2025,Isaak Braunlein,Motherboards,AMD,20927.68,4,Debit Card,Taguig,5,false
312,8/27/2025,Nev Dungate,PC Cases,Cooler Master,54910.35,5,Debit Card,Taguig,2,true
313,7/19/2025,Artemas Greetland,GPUs,Zotac,96440.32,3,Credit Card,Cebu City,1,false
314,11/29/2025,Alyosha Pasque,GPUs,Gigabyte,77078.45,3,GCash,Davao City,3,true
315,9/21/2025,Kandace Folks,GPUs,Cooler Master,80661.28,3,GCash,Mandaluyong,4,true
316,2/27/2025,Tamera Marty,Cooling Systems,Keychron,96127.43,4,Debit Card,Cebu City,5,true
317,6/26/2025,Manny O'Sherin,Mice,NZXT,91510.7,4,Cash,Mandaluyong,1,true
318,7/29/2025,Annaliese Coolson,Cooling Systems,Intel,79525.43,4,Cash,Pasig,2,true
319,11/1/2025,Julissa Lodeke,GPUs,Lian Li,83068.71,5,GCash,Makati,2,true
320,8/17/2025,Winona Cockshutt,RAM,Lian Li,16678.11,3,Debit Card,Bacoor,4,true
321,7/18/2025,Ancell Henrichs,Power Supplies,Keychron,10412.61,4,Maya,Cebu City,5,false
322,1/1/2025,Liesa Cranstoun,Keyboards,LG,34757.15,3,GCash,Taguig,2,false
323,12/30/2025,Joyous Tomkinson,Monitors,MSI,26971.76,4,Credit Card,Manila,3,false
324,12/5/2025,Casper Scolding,Monitors,Keychron,27106.63,5,Maya,Davao City,5,false
325,11/23/2025,Galvin Fumagall,Keyboards,Intel,25802.63,3,GCash,Taguig,2,true
326,9/1/2025,Nelia Draper,Cooling Systems,Intel,33445.96,3,Debit Card,Bacoor,2,true
327,10/17/2025,Glad Cowap,GPUs,Logitech,16337.82,3,GCash,Davao City,5,false
328,12/29/2025,Alexi Bernard,Power Supplies,Samsung,35076.15,5,Cash,Makati,1,false
329,7/22/2025,Lutero Danilyuk,Motherboards,Seasonic,57381.97,3,Cash,Mandaluyong,1,false
330,5/21/2025,Iggy Pepperell,Cooling Systems,Asus,66292.89,5,Maya,Mandaluyong,2,false
331,6/14/2025,Jeanette Knock,Motherboards,G.Skill,44154.79,4,Credit Card,Cebu City,5,true
332,10/27/2025,Violante Naisey,PC Cases,Gigabyte,10036.98,5,Maya,Taguig,3,false
333,11/15/2025,Carena Cristofol,RAM,Asus,89790.58,4,Credit Card,Davao City,3,true
334,2/16/2025,Dudley Persence,Cooling Systems,G.Skill,24337.97,4,Credit Card,Davao City,3,false
335,12/10/2025,Frazer Ferrini,Processors,Intel,71038.32,5,Debit Card,Manila,1,true
336,10/14/2025,Vaughan Blanchette,GPUs,MSI,72341.13,3,Cash,Cebu City,1,false
337,10/24/2025,Leicester Lockless,GPUs,LG,74459.35,4,GCash,Bacoor,1,true
338,10/14/2025,Dmitri Giddy,GPUs,Samsung,41423.77,4,Maya,Manila,2,true
339,5/11/2025,Meade Barstock,PC Cases,Cooler Master,9558.77,4,Credit Card,Quezon City,3,true
340,1/31/2025,Sasha MacAdie,Power Supplies,AMD,76950.82,3,GCash,Cebu City,1,true
341,6/27/2025,Penrod Elcott,Keyboards,Asus,24492.69,3,GCash,Bacoor,1,true
342,7/29/2025,Mahmud Pinches,RAM,Gigabyte,87796.18,5,GCash,Quezon City,3,true
343,7/10/2025,Anderson Imloch,GPUs,NZXT,96776.59,5,Credit Card,Manila,5,true
344,12/17/2025,Martha Cuphus,Monitors,LG,19242.33,4,Cash,Quezon City,1,true
345,10/20/2025,Fredia Gathercoal,Cooling Systems,Logitech,39753.82,5,Debit Card,Mandaluyong,3,true
346,5/8/2025,Sabina Kollach,Processors,NZXT,63369.39,5,Cash,Mandaluyong,2,true
347,11/8/2025,Devi Pastor,RAM,Intel,47458.91,3,Credit Card,Taguig,5,false
348,8/16/2025,Gunar Bernier,Cooling Systems,Keychron,7237.66,3,Maya,Bacoor,5,true
349,9/15/2025,Martina McCoveney,Motherboards,Razer,84703.99,4,GCash,Makati,4,true
350,4/8/2025,Jobye Seagood,PC Cases,Cooler Master,46895.62,4,Credit Card,Taguig,5,false
351,9/26/2025,Florie Lynd,Mice,Samsung,1310.39,4,Maya,Mandaluyong,3,false
352,4/6/2025,Krystalle Windress,GPUs,G.Skill,42623.3,5,Credit Card,Quezon City,2,true
353,1/6/2025,Lincoln Chittem,Power Supplies,Lian Li,26443.41,5,Credit Card,Manila,4,false
354,8/5/2025,Neely Keynes,Cooling Systems,Cooler Master,10006.25,5,GCash,Davao City,4,true
355,6/5/2025,Ciel Cabotto,PC Cases,Corsair,51084.42,5,Maya,Bacoor,5,false
356,6/22/2025,Barnie Vispo,Cooling Systems,Intel,20557.35,4,GCash,Davao City,5,true
357,4/28/2025,Gleda Milan,Keyboards,Corsair,42672.27,3,Credit Card,Mandaluyong,3,false
358,12/17/2025,Dede Burnel,Monitors,G.Skill,38120.12,4,Debit Card,Bacoor,5,true
359,1/15/2025,Bendite De Ferrari,Mice,Lian Li,74783.62,4,GCash,Davao City,5,false
360,10/20/2025,Cesar Chretien,GPUs,Asus,76864.91,3,Cash,Cebu City,5,true
361,4/28/2025,Steward Igo,RAM,Zotac,10357.83,4,Credit Card,Mandaluyong,2,true
362,1/15/2025,Rina Kellar,Mice,Samsung,84810.52,4,Maya,Quezon City,1,false
363,10/29/2025,Roxane Patria,PC Cases,NZXT,99336.35,4,Credit Card,Quezon City,1,true
364,8/10/2025,Pooh Ibert,PC Cases,NZXT,6191.63,3,Credit Card,Bacoor,2,false
365,6/17/2025,Christan Laherty,RAM,Asus,72047.77,5,Credit Card,Cebu City,5,true
366,2/18/2025,Christoffer Eles,PC Cases,Seasonic,71544.43,3,Debit Card,Manila,1,false
367,7/21/2025,Clayton Ruddell,Keyboards,AMD,8326.3,3,GCash,Manila,2,false
368,11/21/2025,Othelia Scheu,Power Supplies,NZXT,62686.92,3,Credit Card,Manila,4,true
369,7/19/2025,Travis Jones,Motherboards,Gigabyte,47471.96,3,Credit Card,Mandaluyong,4,false
370,4/24/2025,Cayla Steers,Motherboards,Razer,94342.06,3,GCash,Davao City,4,false
371,12/16/2025,Carmina Starford,Monitors,Lian Li,57455.58,3,Credit Card,Mandaluyong,3,true
372,12/7/2025,Hobey Brodbin,PC Cases,MSI,23349.12,5,GCash,Bacoor,1,false
373,9/21/2025,Agnes Chitty,RAM,Intel,89158.83,5,Cash,Cebu City,5,true
374,5/26/2025,Sylas Belch,RAM,Zotac,84515.16,5,GCash,Quezon City,4,false
375,12/12/2025,Sari Perin,Power Supplies,Intel,60528.22,5,Cash,Bacoor,3,false
376,11/28/2025,Cassey McCluskey,GPUs,AMD,36717.43,3,Cash,Mandaluyong,3,false
377,1/23/2025,Pavia Rakes,Mice,Seasonic,50786.28,4,Maya,Bacoor,5,true
378,11/23/2025,Albert Betteson,Monitors,Cooler Master,16228.31,4,GCash,Mandaluyong,4,false
379,8/28/2025,Bette-ann Cowmeadow,Power Supplies,Seasonic,48033.34,4,Debit Card,Quezon City,3,true
380,10/5/2025,Joshuah Warn,Cooling Systems,NZXT,1939.65,3,Debit Card,Quezon City,4,true
381,11/29/2025,Shem McDuffie,Monitors,Samsung,62320.83,3,Cash,Taguig,4,true
382,6/27/2025,Berke Tapp,Processors,Cooler Master,11345.74,4,Debit Card,Davao City,4,false
383,11/19/2025,Oby Cheverell,Motherboards,MSI,25165.0,4,Maya,Quezon City,5,false
384,9/19/2025,Melvin Ovendon,Monitors,LG,32849.25,5,GCash,Taguig,1,true
385,2/2/2025,Antonie Yegorev,Processors,Corsair,85493.42,3,Cash,Mandaluyong,1,true
386,9/1/2025,Delores Byars,Monitors,LG,15383.18,4,Cash,Manila,3,false
387,11/30/2025,Annemarie Hast,Processors,Samsung,89815.15,5,Credit Card,Quezon City,2,false
388,1/12/2025,Jordan Surmeir,Monitors,Seasonic,17723.19,5,Credit Card,Bacoor,3,true
389,1/29/2025,Ardyth Grigoletti,Mice,Seasonic,15904.77,5,Cash,Davao City,3,true
390,3/14/2025,Florance Coonan,Monitors,Cooler Master,67061.98,4,Maya,Manila,3,false
391,10/2/2025,Kaleb Westney,PC Cases,NZXT,59014.94,4,Credit Card,Manila,3,false
392,4/9/2025,Gabriel Rickwood,Cooling Systems,Zotac,70458.34,3,Debit Card,Taguig,2,false
393,12/14/2025,Benoit Isles,PC Cases,Gigabyte,37228.58,3,Credit Card,Davao City,2,true
394,8/11/2025,Sabrina Jerrems,PC Cases,Gigabyte,82558.06,5,Cash,Manila,3,true
395,12/3/2025,Michele Beckenham,Motherboards,Razer,65336.91,5,Credit Card,Pasig,1,true
396,9/1/2025,Hal Levick,Power Supplies,G.Skill,67984.9,5,Credit Card,Quezon City,1,true
397,11/13/2025,Dulci Pomfrett,Keyboards,Intel,1754.9,5,GCash,Taguig,4,true
398,2/4/2025,Neddy Jouhandeau,PC Cases,Corsair,94018.4,4,Debit Card,Bacoor,4,false
399,12/29/2025,Diandra Shilladay,Processors,Razer,53010.86,3,Cash,Makati,1,false
400,7/17/2025,Sher Sidnell,RAM,Cooler Master,98847.77,3,GCash,Taguig,1,false
401,10/24/2025,Elizabeth Dyers,Keyboards,Razer,51418.97,4,Cash,Manila,2,true
402,5/20/2025,Jess Kondrat,Motherboards,MSI,2027.41,3,Credit Card,Bacoor,2,false
403,2/11/2025,Cookie Todman,Keyboards,Zotac,76424.88,4,Cash,Mandaluyong,2,false
404,7/8/2025,Cletis Boichat,Motherboards,Seasonic,50605.69,4,Debit Card,Manila,2,true
405,9/26/2025,Terrence Massow,GPUs,G.Skill,13150.37,5,Debit Card,Mandaluyong,3,false
406,7/15/2025,Ban Holcroft,Motherboards,Zotac,15086.56,3,Debit Card,Mandaluyong,4,false
407,12/12/2025,Anna Waszkiewicz,Power Supplies,Samsung,68668.74,5,Cash,Bacoor,2,true
408,12/24/2025,Patrizius Colleran,RAM,Gigabyte,58115.14,4,Debit Card,Quezon City,1,true
409,2/10/2025,Lurleen Eckersall,PC Cases,Corsair,38503.06,4,Maya,Manila,1,false
410,12/26/2025,Franky De la Harpe,Monitors,Corsair,4219.78,5,GCash,Bacoor,5,false
411,5/1/2025,Bernelle Palister,Power Supplies,Lian Li,73050.91,5,Cash,Cebu City,2,false
412,1/19/2025,Meg Glowacki,Mice,LG,28118.31,3,Cash,Cebu City,3,false
413,8/1/2025,Mohandas Luxton,Monitors,Samsung,58405.82,5,Debit Card,Taguig,1,true
414,2/15/2025,Darda Mohammed,Motherboards,Logitech,50755.31,5,Cash,Quezon City,3,false
415,5/5/2025,Alicia Braund,Processors,G.Skill,19427.8,4,Maya,Mandaluyong,1,false
416,2/26/2025,Arel Copcutt,Cooling Systems,Keychron,47744.81,3,Cash,Makati,3,false
417,5/16/2025,Sherilyn Gianasi,Power Supplies,G.Skill,83920.16,5,Credit Card,Makati,4,true
418,1/12/2025,Rozanne Hedden,Mice,Cooler Master,87636.5,3,Debit Card,Pasig,2,true
419,3/6/2025,Mariya Middlemist,PC Cases,Corsair,88500.99,3,Credit Card,Quezon City,2,false
420,10/31/2025,Janene Huxton,Mice,Cooler Master,54555.76,5,Debit Card,Davao City,1,false
421,4/15/2025,Shaylyn Bradford,Processors,Asus,90391.37,3,GCash,Mandaluyong,4,false
422,7/1/2025,Krystyna Mabbe,Power Supplies,MSI,58523.49,5,GCash,Davao City,5,false
423,3/24/2025,Vanessa Watkinson,Monitors,G.Skill,22846.89,4,GCash,Cebu City,2,true
424,5/28/2025,Eran Ferie,Keyboards,Razer,49287.99,5,Cash,Pasig,2,false
425,1/24/2025,Ariana Hinder,PC Cases,Lian Li,11585.14,5,Credit Card,Makati,2,false
426,12/24/2025,Catherina Abdie,PC Cases,Asus,66827.81,4,Maya,Pasig,1,true
427,3/22/2025,Timmie Gunner,Keyboards,AMD,50374.48,5,Maya,Makati,3,false
428,6/14/2025,Cissy Vanlint,Processors,NZXT,9711.57,5,GCash,Mandaluyong,2,false
429,10/9/2025,Jacki Kleimt,GPUs,Intel,56057.78,5,Credit Card,Manila,3,false
430,8/31/2025,Merilee Hinrich,Processors,MSI,82252.78,3,Cash,Makati,1,true
431,6/11/2025,Jayne Dysert,Processors,Gigabyte,25351.79,3,Debit Card,Quezon City,2,false
432,2/25/2025,Avis Jasiak,Mice,Lian Li,5689.63,3,GCash,Pasig,2,true
433,4/24/2025,Pierce Berth,Mice,Intel,22416.37,4,GCash,Bacoor,2,false
434,6/10/2025,Faustine Glidden,RAM,Lian Li,49144.73,3,Credit Card,Makati,5,false
435,4/25/2025,Eugenia Goolden,GPUs,MSI,75253.9,3,GCash,Mandaluyong,1,true
436,11/13/2025,Merv Blacktin,Cooling Systems,NZXT,59619.2,3,GCash,Davao City,4,false
437,7/8/2025,Janis MacLaig,RAM,Seasonic,41942.43,5,Maya,Manila,4,true
438,5/21/2025,Anatola Soares,Mice,Keychron,86590.37,4,Maya,Cebu City,1,false
439,8/10/2025,Aileen Johananov,Motherboards,Gigabyte,71777.91,4,Cash,Manila,1,false
440,7/8/2025,Tomlin Livingston,Keyboards,G.Skill,55718.91,4,GCash,Manila,2,true
441,4/1/2025,Etheline Febre,Motherboards,Cooler Master,52404.03,5,Debit Card,Davao City,1,true
442,4/8/2025,Anstice Beese,Power Supplies,G.Skill,77445.55,4,Debit Card,Taguig,1,false
443,3/7/2025,Marshal Perot,RAM,NZXT,43231.74,5,Cash,Quezon City,3,true
444,3/30/2025,Brien MacMickan,RAM,AMD,44834.97,3,Cash,Bacoor,3,false
445,11/3/2025,Sheila-kathryn Duchenne,RAM,Corsair,57926.29,5,GCash,Makati,5,true
446,8/9/2025,Sam Elgee,PC Cases,LG,75797.28,5,GCash,Bacoor,3,false
447,2/10/2025,Hastie Diemer,Power Supplies,Samsung,70862.37,3,Credit Card,Pasig,1,true
448,5/12/2025,Goldarina Beckerleg,Mice,Seasonic,3301.6,5,GCash,Bacoor,2,false
449,1/13/2025,Scarlett Order,Motherboards,Seasonic,61923.39,5,Cash,Manila,1,false
450,5/26/2025,Morty Fass,Monitors,NZXT,36512.1,4,Cash,Davao City,4,true
451,11/14/2025,Kiah Ambler,Processors,Keychron,32196.52,5,Cash,Davao City,1,true
452,2/10/2025,Becca Pirozzi,Monitors,AMD,10664.68,5,Debit Card,Manila,4,true
453,5/24/2025,Ranice Ashling,GPUs,Zotac,70673.41,4,GCash,Mandaluyong,4,false
454,12/11/2025,Beryl Muspratt,Monitors,AMD,21745.51,3,Debit Card,Quezon City,2,false
455,9/1/2025,Vyky Loftie,Monitors,Corsair,6682.74,4,Debit Card,Quezon City,1,true
456,4/4/2025,Arlan Heustace,GPUs,MSI,71137.31,3,Maya,Bacoor,3,true
457,1/21/2025,Dulcinea Lindenboim,Power Supplies,NZXT,45030.73,4,Credit Card,Manila,1,false
458,3/4/2025,Shae Yvens,Motherboards,Corsair,50067.85,4,Cash,Quezon City,4,false
459,5/16/2025,Mike Ruskin,RAM,Seasonic,97625.73,4,Maya,Makati,4,true
460,2/5/2025,Sofie Longmore,Cooling Systems,NZXT,69844.3,3,Debit Card,Manila,1,true
461,11/7/2025,Stacee Maseres,PC Cases,Gigabyte,55243.14,3,Credit Card,Pasig,2,false
462,4/4/2025,Maximilianus Packington,PC Cases,AMD,72264.06,3,Credit Card,Cebu City,4,true
463,8/2/2025,Bobbe Phelips,Motherboards,Corsair,15524.71,4,Debit Card,Manila,1,false
464,12/12/2025,Whittaker Arkow,Mice,Lian Li,74706.24,4,Cash,Cebu City,3,true
465,4/15/2025,Tierney MacKean,Processors,MSI,98881.13,5,Cash,Manila,4,false
466,6/30/2025,Alexandro Gomery,Mice,Seasonic,17049.67,4,GCash,Bacoor,2,true
467,1/8/2025,Harley Frankling,Motherboards,Corsair,53663.55,3,Maya,Manila,4,true
468,9/17/2025,Sheffield Withers,Cooling Systems,Zotac,91961.78,5,GCash,Makati,2,false
469,11/13/2025,Noel Lawrinson,Processors,Corsair,38457.09,3,GCash,Manila,2,true
470,9/30/2025,Glad Beardsall,GPUs,Asus,17972.14,5,Maya,Manila,2,false
471,12/20/2025,Weber Llorente,Mice,AMD,90349.46,3,Maya,Cebu City,3,false
472,4/14/2025,Freedman Demangeot,PC Cases,LG,36648.24,4,GCash,Taguig,4,true
473,4/3/2025,Kingston Fairbourne,Mice,Razer,9345.47,3,GCash,Makati,2,false
474,8/17/2025,Gaynor Dorant,RAM,Seasonic,25534.46,4,Debit Card,Makati,5,true
475,7/8/2025,Phillip Prandini,Keyboards,Razer,67606.87,3,Debit Card,Manila,4,false
476,4/2/2025,Cortney Truran,Motherboards,Samsung,19243.29,5,Debit Card,Pasig,2,true
477,9/20/2025,Caryn McKean,GPUs,Seasonic,49080.5,5,GCash,Mandaluyong,2,true
478,3/26/2025,Delmor Chong,Cooling Systems,Zotac,21740.61,4,Maya,Makati,3,true
479,9/2/2025,Niven Arends,Power Supplies,AMD,16130.49,3,Maya,Taguig,1,false
480,3/2/2025,Shelley Bockler,Motherboards,Samsung,77474.45,3,Cash,Cebu City,3,false
481,6/13/2025,Hayes Cristofalo,GPUs,Asus,75078.08,5,Maya,Cebu City,2,false
482,11/17/2025,Cirstoforo Sibary,Monitors,Razer,88480.21,3,Cash,Pasig,4,false
483,11/4/2025,Joscelin Dawkes,Power Supplies,Corsair,45670.35,3,GCash,Quezon City,1,false
484,1/28/2025,Roarke Slograve,Keyboards,Razer,7082.51,4,Maya,Pasig,2,true
485,11/26/2025,Aurelia Morrott,Keyboards,Logitech,87762.42,3,Debit Card,Mandaluyong,5,false
486,11/22/2025,Emmett Lipmann,RAM,Razer,21798.67,5,Debit Card,Manila,3,false
487,7/15/2025,Loella Tivnan,RAM,MSI,19021.92,4,Credit Card,Cebu City,4,true
488,12/22/2025,Sherman Crimpe,PC Cases,Corsair,55120.16,4,Maya,Taguig,5,true
489,8/14/2025,Yancy Hardi,GPUs,Keychron,98747.6,3,Cash,Pasig,2,true
490,10/8/2025,Carlina O'Doohaine,Monitors,G.Skill,72955.87,3,GCash,Cebu City,3,false
491,1/4/2025,Nelia Grainger,GPUs,Seasonic,21529.76,5,Cash,Davao City,2,true
492,6/27/2025,Aubrey Dimmer,RAM,Seasonic,76812.69,5,Cash,Quezon City,5,false
493,5/9/2025,Cecilla Andre,Motherboards,Lian Li,95506.3,4,Cash,Quezon City,1,false
494,8/8/2025,Valentin Paulino,Mice,AMD,23403.96,3,GCash,Taguig,1,true
495,5/9/2025,Virgina Vittore,Mice,Razer,75720.82,4,Cash,Bacoor,5,true
496,1/27/2025,Burt Stroulger,Cooling Systems,Razer,33838.74,3,Cash,Pasig,4,false
497,11/9/2025,Gerry Haylands,Motherboards,NZXT,47620.6,4,Credit Card,Davao City,5,false
498,1/30/2025,Auroora Thomsen,PC Cases,Razer,55988.22,3,Debit Card,Pasig,4,false
499,9/5/2025,Ephrayim Robertelli,Mice,Corsair,99628.39,5,Credit Card,Bacoor,5,true
500,1/3/2025,Joletta Harget,Keyboards,Zotac,2755.27,4,Debit Card,Mandaluyong,5,false
501,1/27/2025,Mag Shillingford,Monitors,MSI,52088.38,4,Cash,Bacoor,5,false
502,8/18/2025,Allistir Spuffard,PC Cases,G.Skill,96518.45,5,GCash,Pasig,1,true
503,7/27/2025,Yelena Treece,Keyboards,AMD,60315.26,3,Credit Card,Pasig,3,false
504,8/9/2025,Carolina Janiak,Keyboards,MSI,93497.55,3,Credit Card,Mandaluyong,5,true
505,5/21/2025,Miltie Moir,Monitors,LG,67466.17,3,GCash,Davao City,2,true
506,8/5/2025,Mikaela Oslar,PC Cases,MSI,63441.54,3,Credit Card,Pasig,5,false
507,6/24/2025,Marianna O'Leary,Processors,Seasonic,45411.77,5,Maya,Taguig,5,true
508,7/16/2025,Ced Sciusscietto,Keyboards,Keychron,83859.94,5,Credit Card,Cebu City,3,false
509,6/15/2025,Obadias Elizabeth,GPUs,Cooler Master,25532.39,5,Credit Card,Quezon City,3,false
510,6/12/2025,Marget Pideon,Cooling Systems,NZXT,42888.25,5,GCash,Cebu City,1,false
511,9/11/2025,Yvette Jeannard,Keyboards,Zotac,40870.73,3,Credit Card,Cebu City,5,false
512,1/27/2025,Gianni Crichmer,Keyboards,Cooler Master,88156.77,3,Debit Card,Bacoor,5,true
513,3/28/2025,Delmer Gabey,Keyboards,Razer,80387.73,4,Maya,Taguig,4,false
514,7/23/2025,Brett Gotling,Keyboards,Intel,82994.42,5,Cash,Davao City,5,false
515,12/31/2025,Molly Le Brom,Power Supplies,Cooler Master,44709.09,5,Maya,Davao City,2,false
516,1/19/2025,Tamiko Schusterl,Motherboards,Zotac,6246.42,4,Debit Card,Quezon City,2,true
517,4/5/2025,Charlot Moysey,Cooling Systems,LG,97301.93,3,Credit Card,Taguig,1,true
518,8/11/2025,Bailie Crocket,Monitors,Seasonic,42864.85,5,Maya,Bacoor,1,true
519,12/20/2025,Roarke L'Archer,Processors,Asus,69736.17,4,Credit Card,Mandaluyong,5,false
520,6/10/2025,Adrien Castillo,RAM,G.Skill,64886.58,4,Maya,Taguig,5,false
521,8/12/2025,Roderigo Battany,Keyboards,Keychron,58653.19,5,GCash,Mandaluyong,5,false
522,7/8/2025,Leicester Sawford,Power Supplies,Logitech,36839.57,4,GCash,Mandaluyong,4,false
523,6/15/2025,Adora Belcham,Monitors,LG,59645.84,5,Cash,Mandaluyong,5,true
524,12/13/2025,Cori Pauncefort,RAM,Cooler Master,1872.67,5,Debit Card,Bacoor,5,true
525,8/17/2025,Isiahi Senyard,PC Cases,NZXT,42861.14,5,Maya,Quezon City,4,true
526,3/15/2025,Herbert Lamort,Power Supplies,Seasonic,64164.15,5,Credit Card,Manila,2,true
527,11/20/2025,Chrissy Schistl,Cooling Systems,MSI,45204.74,3,Cash,Bacoor,4,false
528,1/14/2025,Grady Tonkes,PC Cases,Corsair,15505.86,4,Cash,Taguig,5,true
529,9/18/2025,Augusta Dorin,Power Supplies,Cooler Master,3506.25,5,Maya,Makati,4,false
530,7/5/2025,Eward Disbrow,Cooling Systems,Asus,45652.71,5,Cash,Mandaluyong,4,false
531,10/12/2025,Scottie Deans,GPUs,Gigabyte,83294.17,4,Maya,Bacoor,5,true
532,6/16/2025,Rollo Grabb,Mice,Logitech,10080.35,4,Cash,Cebu City,5,false
533,10/10/2025,Isacco Syers,Monitors,Logitech,79089.33,3,Credit Card,Manila,3,false
534,4/11/2025,Sunny Stoile,Power Supplies,Asus,43804.37,3,Credit Card,Pasig,2,true
535,6/2/2025,Granger Briggs,Mice,Logitech,69485.28,4,Cash,Quezon City,3,true
536,5/24/2025,Eli Poxson,Power Supplies,LG,5308.29,5,GCash,Cebu City,1,true
537,10/22/2025,Rubi Doerffer,Processors,G.Skill,54382.32,5,Cash,Makati,1,true
538,7/18/2025,Gertrud Tuckie,RAM,LG,71027.69,5,GCash,Manila,2,false
539,9/28/2025,Pietro Frowd,Cooling Systems,Intel,32690.45,3,Cash,Makati,5,false
540,6/21/2025,Anabal Marishenko,Cooling Systems,AMD,79002.71,4,Debit Card,Bacoor,5,false
541,8/6/2025,Cori Tallach,Power Supplies,Zotac,98971.31,5,Credit Card,Taguig,1,true
542,1/21/2025,Steffane Tellett,Cooling Systems,Razer,30293.71,3,Cash,Pasig,4,false
543,4/17/2025,Corabella Clynmans,Motherboards,LG,82100.91,5,Maya,Pasig,1,true
544,12/15/2025,Zondra Sharnock,Keyboards,Logitech,93908.53,4,Cash,Quezon City,3,false
545,2/7/2025,Marcello Mulvin,Keyboards,NZXT,75892.78,3,Credit Card,Taguig,3,false
546,5/20/2025,Coleen Connerly,Cooling Systems,Zotac,88883.58,3,GCash,Bacoor,2,false
547,12/31/2025,Inna Tremblot,Mice,LG,34591.32,3,Credit Card,Taguig,3,true
548,2/18/2025,Corabelle McCallister,RAM,Razer,84227.92,5,Maya,Taguig,3,false
549,8/31/2025,Dewey Blakden,Monitors,Intel,32829.46,3,Cash,Pasig,4,false
550,4/16/2025,Thorn Fripps,Mice,Razer,47350.82,3,Credit Card,Taguig,5,true
551,8/7/2025,Romonda Rizzelli,Power Supplies,AMD,6329.62,3,GCash,Bacoor,5,true
552,11/7/2025,Conway Fallawe,Motherboards,Logitech,43104.18,4,Cash,Bacoor,2,true
553,5/23/2025,Elisa Keston,RAM,AMD,48235.06,3,Credit Card,Manila,2,true
554,3/4/2025,Maiga Ablott,PC Cases,Corsair,75252.73,3,Maya,Mandaluyong,3,false
555,3/8/2025,Philis Repp,Cooling Systems,G.Skill,33066.77,4,Debit Card,Makati,5,true
